v4_gene_model	category	v4_locus	W22.Zm00004b.1.
Zm00001d009426	expressed.endo	AY110450	Zm00004b025526
Zm00001d009431	expressed.endo	fps1	Zm00004b025529
Zm00001d009435	not.endo	myb91	Zm00004b025533
Zm00001d009436	expressed.endo	cl2587_-2b	Zm00004b025535
Zm00001d009439	expressed.endo		Zm00004b025537
Zm00001d009440	expressed.endo		Zm00004b025538
Zm00001d009445	expressed.endo		Zm00004b025539
Zm00001d009446	expressed.endo		Zm00004b025540
Zm00001d009450	expressed.endo		Zm00004b025544
Zm00001d009452	expressed.endo		Zm00004b025545
Zm00001d009468	not.endo	ereb49	Zm00004b025557
Zm00001d009469	not.endo		Zm00004b025560
Zm00001d009473	not.endo		Zm00004b025562
Zm00001d009476	expressed.endo		Zm00004b025567
Zm00001d009480	expressed.endo	rack2	Zm00004b011286
Zm00001d009481	expressed.endo		Zm00004b025571
Zm00001d009482	expressed.endo		Zm00004b025572
Zm00001d009493	expressed.endo		Zm00004b025579
Zm00001d009494	not.endo		Zm00004b025580
Zm00001d009500	expressed.endo		Zm00004b025584
Zm00001d009503	expressed.endo	umc1807	Zm00004b025586
Zm00001d009504	expressed.endo		Zm00004b025587
Zm00001d009508	expressed.endo		Zm00004b025590
Zm00001d009509	expressed.endo		Zm00004b025594
Zm00001d009511	expressed.endo		Zm00004b025596
Zm00001d009513	expressed.endo		Zm00004b025597
Zm00001d009517	expressed.endo		Zm00004b025599
Zm00001d009520	expressed.endo		Zm00004b025601
Zm00001d009522	expressed.endo	rph1	Zm00004b025603
Zm00001d009525	not.endo		Zm00004b025605
Zm00001d009530	not.endo		Zm00004b025606
Zm00001d009539	expressed.endo	TIDP3362	Zm00004b025612
Zm00001d009542	expressed.endo		Zm00004b025614
Zm00001d009552	expressed.endo	uce12	Zm00004b025623
Zm00001d009554	expressed.endo	kds1	Zm00004b025624
Zm00001d009555	expressed.endo		Zm00004b025625
Zm00001d009557	not.endo		Zm00004b025627
Zm00001d009562	expressed.endo	hb29	Zm00004b025630
Zm00001d009564	expressed.endo		Zm00004b025631
Zm00001d009567	expressed.endo		Zm00004b025633
Zm00001d009568	not.endo		Zm00004b025634
Zm00001d009571	expressed.endo		Zm00004b025639
Zm00001d009572	expressed.endo		Zm00004b025640
Zm00001d009578	expressed.endo		Zm00004b025642
Zm00001d009579	expressed.endo	pco154872	Zm00004b025643
Zm00001d009580	expressed.endo		Zm00004b025644
Zm00001d009591	expressed.endo	umc1157	Zm00004b025652
Zm00001d009594	expressed.endo		Zm00004b025654
Zm00001d009595	not.endo	wrky69	Zm00004b025655
Zm00001d009596	expressed.endo	era1	Zm00004b025656
Zm00001d009597	expressed.endo		Zm00004b025657
Zm00001d009599	not.endo	mybr87	Zm00004b025658
Zm00001d009612	not.endo		Zm00004b025669
Zm00001d009613	expressed.endo		Zm00004b025670
Zm00001d009618	expressed.endo	wtf1	Zm00004b025678
Zm00001d009619	not.endo	wrky106	Zm00004b025679
Zm00001d009622	not.endo	ereb12	Zm00004b025681
Zm00001d009627	expressed.endo		Zm00004b025683
Zm00001d009628	not.endo	mads59	Zm00004b025684
Zm00001d009631	expressed.endo	umc1385	Zm00004b025686
Zm00001d009646	expressed.endo	scl1	Zm00004b025693
Zm00001d009649	not.endo		Zm00004b025695
Zm00001d009657	expressed.endo		Zm00004b025702
Zm00001d009660	expressed.endo		Zm00004b025705
Zm00001d009661	expressed.endo		Zm00004b025706
Zm00001d009666	expressed.endo		Zm00004b025707
Zm00001d009669	expressed.endo	stp1	Zm00004b025710
Zm00001d009676	expressed.endo		Zm00004b025715
Zm00001d009677	expressed.endo		Zm00004b025716
Zm00001d009683	expressed.endo		Zm00004b025721
Zm00001d009686	not.endo		Zm00004b025723
Zm00001d009687	not.endo		Zm00004b025724
Zm00001d009688	not.endo		Zm00004b025725
Zm00001d009698	not.endo	wrky20	Zm00004b025733
Zm00001d009700	expressed.endo	pco134925a	Zm00004b025735
Zm00001d009702	expressed.endo		Zm00004b025736
Zm00001d009707	expressed.endo		Zm00004b025742
Zm00001d009708	expressed.endo	cdpk23	Zm00004b025743
Zm00001d009709	expressed.endo		Zm00004b025744
Zm00001d009710	not.endo		Zm00004b025745
Zm00001d009714	expressed.endo	aas11	Zm00004b025746
Zm00001d009715	not.endo	bhlh22	Zm00004b025747
Zm00001d009717	expressed.endo		Zm00004b025749
Zm00001d009719	expressed.endo		Zm00004b025751
Zm00001d009723	expressed.endo	ptac14	Zm00004b025752
Zm00001d009732	not.endo		Zm00004b025760
Zm00001d009740	expressed.endo		Zm00004b025773
Zm00001d009741	not.endo		Zm00004b025774
Zm00001d009743	expressed.endo		Zm00004b025775
Zm00001d009745	expressed.endo		Zm00004b025776
Zm00001d009747	expressed.endo	prh15	Zm00004b025780
Zm00001d009751	expressed.endo		Zm00004b025783
Zm00001d009753	expressed.endo		Zm00004b025785
Zm00001d009756	expressed.endo		Zm00004b025787
Zm00001d009759	not.endo		Zm00004b025790
Zm00001d009760	expressed.endo		Zm00004b025791
Zm00001d009761	expressed.endo		Zm00004b025792
Zm00001d009763	expressed.endo	cax1	Zm00004b025794
Zm00001d009771	expressed.endo		Zm00004b025800
Zm00001d009773	expressed.endo		Zm00004b025802
Zm00001d009774	expressed.endo	pco069028	Zm00004b025803
Zm00001d009775	not.endo		Zm00004b025804
Zm00001d009776	expressed.endo		Zm00004b025805
Zm00001d009779	expressed.endo		Zm00004b025808
Zm00001d009780	expressed.endo	tubg1	Zm00004b025809
Zm00001d009783	expressed.endo	Zm00001d009783	Zm00004b025811
Zm00001d009787	expressed.endo		Zm00004b025812
Zm00001d009789	not.endo	rte6	Zm00004b025813
Zm00001d009792	expressed.endo		Zm00004b025817
Zm00001d009795	expressed.endo	cesa1	Zm00004b025819
Zm00001d009797	expressed.endo	umc1984	Zm00004b025820
Zm00001d009798	not.endo		Zm00004b025821
Zm00001d009799	expressed.endo		Zm00004b025822
Zm00001d009803	not.endo	nad3	Zm00004b025826
Zm00001d009810	expressed.endo		Zm00004b025831
Zm00001d009811	expressed.endo		Zm00004b025832
Zm00001d009813	expressed.endo		Zm00004b025833
Zm00001d009814	not.endo		Zm00004b025834
Zm00001d009820	not.endo		Zm00004b025836
Zm00001d009823	not.endo	lbd35	Zm00004b025838
Zm00001d009824	expressed.endo		Zm00004b025839
Zm00001d009826	not.endo		Zm00004b025843
Zm00001d009837	expressed.endo		Zm00004b025849
Zm00001d009840	expressed.endo		Zm00004b025852
Zm00001d009844	expressed.endo		Zm00004b025853
Zm00001d009847	expressed.endo		Zm00004b025855
Zm00001d009848	expressed.endo		Zm00004b025856
Zm00001d009849	expressed.endo		Zm00004b025857
Zm00001d009850	expressed.endo	imp1	Zm00004b025858
Zm00001d009856	expressed.endo		Zm00004b025861
Zm00001d009858	expressed.endo		Zm00004b025862
Zm00001d009859	expressed.endo		Zm00004b025863
Zm00001d009866	expressed.endo	gpm734	Zm00004b025864
Zm00001d009870	expressed.endo		Zm00004b025867
Zm00001d009872	expressed.endo		Zm00004b025871
Zm00001d009873	expressed.endo		Zm00004b025872
Zm00001d009876	not.endo		Zm00004b025875
Zm00001d009878	expressed.endo		Zm00004b025877
Zm00001d009879	expressed.endo		Zm00004b025878
Zm00001d009889	not.endo		Zm00004b025884
Zm00001d009903	expressed.endo		Zm00004b025891
Zm00001d009908	expressed.endo	umc2355	Zm00004b025894
Zm00001d009910	expressed.endo	umc1470	Zm00004b025896
Zm00001d009912	expressed.endo		Zm00004b025903
Zm00001d009926	expressed.endo		Zm00004b025912
Zm00001d009927	expressed.endo		Zm00004b025913
Zm00001d009930	expressed.endo		Zm00004b025917
Zm00001d009938	not.endo	gpm842	Zm00004b025923
Zm00001d009939	not.endo	wrky34	Zm00004b025925
Zm00001d009940	expressed.endo		Zm00004b025926
Zm00001d009941	expressed.endo		Zm00004b025927
Zm00001d009943	expressed.endo		Zm00004b025928
Zm00001d009945	not.endo		Zm00004b025932
Zm00001d009950	expressed.endo	umc1415	Zm00004b025936
Zm00001d009954	expressed.endo		Zm00004b025941
Zm00001d009957	not.endo		Zm00004b025942
Zm00001d009960	expressed.endo		Zm00004b025943
Zm00001d009961	not.endo		Zm00004b025944
Zm00001d009964	expressed.endo	rgp2	Zm00004b025946
Zm00001d009967	expressed.endo	sqd1	Zm00004b025953
Zm00001d009969	not.endo	umc2366	Zm00004b025954
Zm00001d009975	not.endo		Zm00004b025957
Zm00001d009978	expressed.endo	pco067418a	Zm00004b025958
Zm00001d009983	expressed.endo		Zm00004b025961
Zm00001d009985	not.endo		Zm00004b025963
Zm00001d009987	expressed.endo		Zm00004b025964
Zm00001d009990	expressed.endo		Zm00004b025965
Zm00001d009993	not.endo	ofp33	Zm00004b025968
Zm00001d009994	not.endo	pmei16	Zm00004b025969
Zm00001d009997	expressed.endo	bnlg1863	Zm00004b025970
Zm00001d009999	not.endo	bhlh44	Zm00004b025972
Zm00001d010000	expressed.endo	pco077319	Zm00004b025973
Zm00001d010001	not.endo		Zm00004b025974
Zm00001d010009	expressed.endo	rpl17a	Zm00004b025980
Zm00001d010012	not.endo		Zm00004b025984
Zm00001d010016	expressed.endo		Zm00004b025987
Zm00001d010018	not.endo		Zm00004b025988
Zm00001d010023	expressed.endo	AY110032	Zm00004b025991
Zm00001d010025	expressed.endo		Zm00004b025993
Zm00001d010026	expressed.endo		Zm00004b025994
Zm00001d010030	expressed.endo		Zm00004b025999
Zm00001d010031	expressed.endo	pco117356b	Zm00004b026000
Zm00001d010033	expressed.endo		Zm00004b026002
Zm00001d010034	not.endo		Zm00004b026003
Zm00001d010036	not.endo		Zm00004b026005
Zm00001d010038	not.endo		Zm00004b026008
Zm00001d010042	not.endo		Zm00004b026010
Zm00001d010044	expressed.endo		Zm00004b026013
Zm00001d010047	expressed.endo	mlkt2	Zm00004b026017
Zm00001d010048	expressed.endo	ereb22	Zm00004b026018
Zm00001d010049	expressed.endo		Zm00004b026019
Zm00001d010050	expressed.endo		Zm00004b026021
Zm00001d010052	not.endo		Zm00004b026022
Zm00001d010053	expressed.endo	si606062a03(608)	Zm00004b026023
Zm00001d010055	expressed.endo		Zm00004b026025
Zm00001d010056	expressed.endo	pro1	Zm00004b026026
Zm00001d010060	not.endo	hb123	Zm00004b026027
Zm00001d010066	expressed.endo	umc1427	Zm00004b026032
Zm00001d010067	expressed.endo		Zm00004b026035
Zm00001d010078	not.endo	gpat20	Zm00004b026042
Zm00001d010079	not.endo		Zm00004b026044
Zm00001d010082	expressed.endo	coi2	Zm00004b026046
Zm00001d010108	not.endo		Zm00004b026062
Zm00001d010109	expressed.endo		Zm00004b026063
Zm00001d010112	not.endo		Zm00004b026065
Zm00001d010113	not.endo		Zm00004b026066
Zm00001d010121	expressed.endo		Zm00004b026074
Zm00001d010126	expressed.endo		Zm00004b026076
Zm00001d010128	expressed.endo	arpp2b	Zm00004b026077
Zm00001d010137	not.endo		Zm00004b026086
Zm00001d010141	expressed.endo		Zm00004b026088
Zm00001d010144	not.endo	nactf107	Zm00004b026089
Zm00001d010146	expressed.endo		Zm00004b026093
Zm00001d010152	expressed.endo		Zm00004b026096
Zm00001d010158	not.endo		Zm00004b026101
Zm00001d010159	expressed.endo	act1	Zm00004b026102
Zm00001d010168	expressed.endo	bzip116	Zm00004b026108
Zm00001d010169	not.endo		Zm00004b026109
Zm00001d010171	expressed.endo	phi100175	Zm00004b026111
Zm00001d010172	expressed.endo		Zm00004b026112
Zm00001d010173	expressed.endo		Zm00004b026113
Zm00001d010174	expressed.endo		Zm00004b026114
Zm00001d010175	not.endo	ereb113	Zm00004b026115
Zm00001d010178	expressed.endo	pco077003	Zm00004b026117
Zm00001d010180	expressed.endo		Zm00004b026119
Zm00001d010183	expressed.endo		Zm00004b026120
Zm00001d010185	not.endo		Zm00004b026121
Zm00001d010189	expressed.endo		Zm00004b026122
Zm00001d010190	expressed.endo	got5	Zm00004b026123
Zm00001d010191	expressed.endo	cl19671_1	Zm00004b026124
Zm00001d010195	expressed.endo		Zm00004b026126
Zm00001d010197	expressed.endo		Zm00004b026128
Zm00001d010198	expressed.endo	pco114417	Zm00004b026129
Zm00001d010200	expressed.endo		Zm00004b026131
Zm00001d010204	not.endo		Zm00004b026134
Zm00001d010206	expressed.endo		Zm00004b026136
Zm00001d010211	expressed.endo	umc1457	Zm00004b026142
Zm00001d010213	expressed.endo		Zm00004b026145
Zm00001d010214	expressed.endo		Zm00004b026146
Zm00001d010216	expressed.endo		Zm00004b026147
Zm00001d010217	not.endo		Zm00004b026148
Zm00001d010218	not.endo		Zm00004b026149
Zm00001d010220	expressed.endo		Zm00004b026151
Zm00001d010227	expressed.endo	nactf38	Zm00004b026158
Zm00001d010230	expressed.endo		Zm00004b026161
Zm00001d010231	not.endo		Zm00004b026162
Zm00001d010235	expressed.endo		Zm00004b026170
Zm00001d010236	expressed.endo		Zm00004b026172
Zm00001d010239	not.endo	nactf88	Zm00004b026173
Zm00001d010243	expressed.endo		Zm00004b026176
Zm00001d010244	expressed.endo		Zm00004b026177
Zm00001d010248	expressed.endo	IDP602	Zm00004b026178
Zm00001d010249	not.endo		Zm00004b026180
Zm00001d010251	expressed.endo		Zm00004b026183
Zm00001d010256	not.endo		Zm00004b026184
Zm00001d010264	not.endo	lbd36	Zm00004b026191
Zm00001d010265	not.endo		Zm00004b026193
Zm00001d010266	expressed.endo		Zm00004b026194
Zm00001d010269	expressed.endo	nldr2	Zm00004b026195
Zm00001d010271	expressed.endo		Zm00004b026196
Zm00001d010274	expressed.endo	ippi2	Zm00004b026197
Zm00001d010275	expressed.endo	tub2	Zm00004b026199
Zm00001d010282	expressed.endo		Zm00004b026202
Zm00001d010284	not.endo		Zm00004b026203
Zm00001d010287	not.endo	phi121	Zm00004b026205
Zm00001d010290	expressed.endo		Zm00004b026208
Zm00001d010292	expressed.endo		Zm00004b026209
Zm00001d010294	expressed.endo		Zm00004b026211
Zm00001d010305	expressed.endo		Zm00004b026222
Zm00001d010308	expressed.endo	gid2	Zm00004b026224
Zm00001d010309	expressed.endo	sbp11	Zm00004b026225
Zm00001d010314	expressed.endo		Zm00004b026230
Zm00001d010315	expressed.endo	atg18h	Zm00004b026233
Zm00001d010321	expressed.endo	pdk2	Zm00004b026236
Zm00001d010324	expressed.endo		Zm00004b026239
Zm00001d010325	expressed.endo	sbip1b	Zm00004b026240
Zm00001d010329	expressed.endo	mterf27	Zm00004b026244
Zm00001d010336	expressed.endo	msrb2	Zm00004b026247
Zm00001d010337	expressed.endo		Zm00004b026248
Zm00001d010341	expressed.endo		Zm00004b026251
Zm00001d010343	expressed.endo	gpm530	Zm00004b026255
Zm00001d010358	not.endo		Zm00004b026267
Zm00001d010360	not.endo	iaa37	Zm00004b026268
Zm00001d010366	not.endo		Zm00004b026270
Zm00001d010368	expressed.endo	der1	Zm00004b026271
Zm00001d010371	expressed.endo	rip1	Zm00004b026273
Zm00001d010373	not.endo		Zm00004b026274
Zm00001d010385	not.endo		Zm00004b026283
Zm00001d010388	not.endo		Zm00004b026284
Zm00001d010394	not.endo		Zm00004b026288
Zm00001d010395	expressed.endo		Zm00004b026289
Zm00001d010396	not.endo		Zm00004b026290
Zm00001d010397	not.endo	cl6595_1b	Zm00004b026292
Zm00001d010399	expressed.endo	wrky92	Zm00004b026293
Zm00001d010401	expressed.endo		Zm00004b026295
Zm00001d010403	expressed.endo	pco141288	Zm00004b026297
Zm00001d010404	expressed.endo		Zm00004b026298
Zm00001d010410	expressed.endo	tip4b	Zm00004b026304
Zm00001d010411	expressed.endo	iaa38	Zm00004b026306
Zm00001d010413	expressed.endo		Zm00004b026308
Zm00001d010418	not.endo		Zm00004b026312
Zm00001d010422	not.endo	pco138410b	Zm00004b026314
Zm00001d010424	expressed.endo		Zm00004b026316
Zm00001d010425	expressed.endo		Zm00004b026317
Zm00001d010428	not.endo		Zm00004b026320
Zm00001d010431	expressed.endo		Zm00004b026323
Zm00001d010440	not.endo	sweet3a	Zm00004b026329
Zm00001d010443	expressed.endo	AY110056	Zm00004b026331
Zm00001d010445	expressed.endo	pyl8	Zm00004b026332
Zm00001d010446	not.endo		Zm00004b026333
Zm00001d010447	expressed.endo		Zm00004b026334
Zm00001d010450	not.endo		Zm00004b026337
Zm00001d010452	expressed.endo		Zm00004b026339
Zm00001d010454	expressed.endo	cl335_1	Zm00004b026340
Zm00001d010455	expressed.endo		Zm00004b026342
Zm00001d010459	expressed.endo		Zm00004b026345
Zm00001d010461	expressed.endo		Zm00004b026347
Zm00001d010463	not.endo		Zm00004b026349
Zm00001d010465	not.endo		Zm00004b026350
Zm00001d010466	expressed.endo		Zm00004b026351
Zm00001d010476	expressed.endo	pco075430b	Zm00004b026355
Zm00001d010478	expressed.endo		Zm00004b026356
Zm00001d010480	expressed.endo		Zm00004b026357
Zm00001d010488	expressed.endo	TIDP3632	Zm00004b026362
Zm00001d010490	expressed.endo		Zm00004b026365
Zm00001d010491	expressed.endo		Zm00004b026367
Zm00001d010492	expressed.endo	AW231791	Zm00004b026368
Zm00001d010493	expressed.endo		Zm00004b026370
Zm00001d010495	expressed.endo		Zm00004b026372
Zm00001d010497	expressed.endo		Zm00004b026375
Zm00001d010499	not.endo		Zm00004b026376
Zm00001d010504	expressed.endo		Zm00004b026379
Zm00001d010507	expressed.endo		Zm00004b026381
Zm00001d010509	not.endo		Zm00004b026384
Zm00001d010512	expressed.endo		Zm00004b026385
Zm00001d010519	expressed.endo		Zm00004b026389
Zm00001d010520	not.endo	gpat12	Zm00004b026390
Zm00001d010522	expressed.endo	ndl1	Zm00004b026392
Zm00001d010523	expressed.endo	spp1	Zm00004b026393
Zm00001d010526	expressed.endo		Zm00004b014640
Zm00001d010528	expressed.endo		Zm00004b026398
Zm00001d010529	expressed.endo	hsp7	Zm00004b026399
Zm00001d010530	expressed.endo	pco098162	Zm00004b026400
Zm00001d010534	expressed.endo	csu204(uce)	Zm00004b026402
Zm00001d010537	expressed.endo	GRMZM5G883149	Zm00004b026405
Zm00001d010540	not.endo	umc2735	Zm00004b026408
Zm00001d010543	not.endo		Zm00004b026410
Zm00001d010545	not.endo		Zm00004b026414
Zm00001d010546	expressed.endo		Zm00004b026415
Zm00001d010548	not.endo		Zm00004b026416
Zm00001d010558	not.endo		Zm00004b026419
Zm00001d010566	expressed.endo		Zm00004b026424
Zm00001d010567	expressed.endo		Zm00004b026425
Zm00001d010572	expressed.endo	upl10	Zm00004b026430
Zm00001d010574	expressed.endo	cadtfr15	Zm00004b026431
Zm00001d010575	expressed.endo		Zm00004b026433
Zm00001d010578	expressed.endo		Zm00004b026434
Zm00001d010583	expressed.endo	pco101267	Zm00004b026440
Zm00001d010584	not.endo		Zm00004b026442
Zm00001d010585	expressed.endo		Zm00004b026443
Zm00001d010587	not.endo		Zm00004b026445
Zm00001d010588	expressed.endo	pdc1	Zm00004b026446
Zm00001d010589	expressed.endo		Zm00004b026447
Zm00001d010590	expressed.endo	TIDP3511	Zm00004b026448
Zm00001d010591	not.endo		Zm00004b026449
Zm00001d010601	not.endo		Zm00004b026461
Zm00001d010602	expressed.endo	cl7841_1	Zm00004b026462
Zm00001d010604	expressed.endo		Zm00004b026465
Zm00001d010606	expressed.endo		Zm00004b026466
Zm00001d010607	expressed.endo		Zm00004b026468
Zm00001d010610	expressed.endo		Zm00004b026470
Zm00001d010611	expressed.endo		Zm00004b026471
Zm00001d010613	not.endo		Zm00004b026473
Zm00001d010614	expressed.endo		Zm00004b026474
Zm00001d010615	expressed.endo		Zm00004b026475
Zm00001d010616	not.endo	wrky89	Zm00004b026476
Zm00001d010617	not.endo	wrky44	Zm00004b026477
Zm00001d010618	expressed.endo	AY104017	Zm00004b026478
Zm00001d010620	expressed.endo		Zm00004b026479
Zm00001d010622	expressed.endo		Zm00004b026480
Zm00001d010623	not.endo		Zm00004b026481
Zm00001d010625	expressed.endo		Zm00004b026483
Zm00001d010627	not.endo		Zm00004b026484
Zm00001d010629	not.endo		Zm00004b026485
Zm00001d010630	not.endo		Zm00004b026486
Zm00001d010631	expressed.endo		Zm00004b026487
Zm00001d010634	not.endo	glk25	Zm00004b026489
Zm00001d010635	expressed.endo		Zm00004b026490
Zm00001d010638	expressed.endo	bzip96	Zm00004b026491
Zm00001d010639	expressed.endo		Zm00004b026492
Zm00001d010640	expressed.endo	TIDP3504	Zm00004b026493
Zm00001d010644	not.endo		Zm00004b026495
Zm00001d010646	expressed.endo	sdg105	Zm00004b026497
Zm00001d010650	expressed.endo		Zm00004b026500
Zm00001d010654	expressed.endo		Zm00004b026504
Zm00001d010658	not.endo	bzip25	Zm00004b026508
Zm00001d010659	not.endo	cdpk28	Zm00004b026509
Zm00001d010671	not.endo	GRMZM2G380561	Zm00004b026519
Zm00001d010678	expressed.endo		Zm00004b026527
Zm00001d010684	expressed.endo		Zm00004b026532
Zm00001d010687	not.endo		Zm00004b026536
Zm00001d010689	not.endo		Zm00004b026538
Zm00001d010693	expressed.endo		Zm00004b026541
Zm00001d010697	not.endo	aas12	Zm00004b026542
Zm00001d010702	expressed.endo		Zm00004b026546
Zm00001d010703	expressed.endo		Zm00004b026547
Zm00001d010705	expressed.endo		Zm00004b026549
Zm00001d010710	expressed.endo		Zm00004b026551
Zm00001d010711	expressed.endo		Zm00004b026552
Zm00001d010714	expressed.endo		Zm00004b026554
Zm00001d010716	expressed.endo		Zm00004b026556
Zm00001d010719	expressed.endo	bnlg1176a	Zm00004b026557
Zm00001d010722	expressed.endo		Zm00004b013794
Zm00001d010728	expressed.endo	pco098884	Zm00004b026564
Zm00001d010730	expressed.endo	tcptf7	Zm00004b026566
Zm00001d010731	expressed.endo		Zm00004b026568
Zm00001d010732	expressed.endo	rop7	Zm00004b026569
Zm00001d010733	expressed.endo	ras7B2	Zm00004b026570
Zm00001d010735	not.endo		Zm00004b026571
Zm00001d010736	not.endo		Zm00004b026572
Zm00001d010737	not.endo		Zm00004b026573
Zm00001d010743	not.endo		Zm00004b026578
Zm00001d010754	expressed.endo		Zm00004b026586
Zm00001d010755	expressed.endo	trps1	Zm00004b026587
Zm00001d010783	expressed.endo		Zm00004b026604
Zm00001d010784	expressed.endo		Zm00004b026605
Zm00001d010788	not.endo		Zm00004b026609
Zm00001d010790	expressed.endo	krp3	Zm00004b026610
Zm00001d010796	expressed.endo	hex3	Zm00004b026616
Zm00001d010799	expressed.endo		Zm00004b026618
Zm00001d010802	not.endo		Zm00004b026622
Zm00001d010803	expressed.endo	TIDP2716	Zm00004b026623
Zm00001d010804	expressed.endo	AY104566	Zm00004b026624
Zm00001d010805	not.endo	wrky119	Zm00004b026626
Zm00001d010806	expressed.endo		Zm00004b026627
